metro,run_id,place_id,name,rating,types,lat,lon
Sgo del Estero - La Banda,20171117,a680272d04240277099d4e421fe1289a56cfaf9e,Cajero Automático RED LINK BSE,3,"{""atm"",""finance"",""point_of_interest"",""establishment""}",-27.7302374,-64.2433617
Sgo del Estero - La Banda,20171117,0e845a1e5407930170b1bb4630a2fed59c3aa830,Cajero Automatico Link,4.5,"{""atm"",""finance"",""point_of_interest"",""establishment""}",-27.7349323,-64.242569
Sgo del Estero - La Banda,20171117,6993ae8f547b978b3a2287237e1a7a1279ace1c4,CAJERO AUTOMATICO RED LINK BSE,NA,"{""atm"",""finance"",""point_of_interest"",""establishment""}",-27.7357294,-64.249243
Sgo del Estero - La Banda,20171117,5e2189281936527f72f655a1ea6d12da80a1a61c,Panaderia Los Flores,5,"{""bakery"",""food"",""store"",""point_of_interest"",""establishment""}",-27.8289441,-64.2340949
Sgo del Estero - La Banda,20171117,9087291c6fd40ecef24a4c9741f7b419f35086fb,Panaderia Y Confiteria Panachos,3.6,"{""bakery"",""food"",""store"",""point_of_interest"",""establishment""}",-27.8138905,-64.2375631
Sgo del Estero - La Banda,20171117,e05a1bc8404ef09c968849576b02346db45a5ab3,Panaderia Qpan,3,"{""bakery"",""food"",""store"",""point_of_interest"",""establishment""}",-27.8222589,-64.247224
Sgo del Estero - La Banda,20171117,45e9ac874f0011f1d2933de5956e45c10808c2fc,"Panaderia ""Beltran""",4.3,"{""bakery"",""food"",""store"",""point_of_interest"",""establishment""}",-27.836422,-64.257101
Sgo del Estero - La Banda,20171117,bfb351ebd5c9c689682ccfa7e9611eec23154996,La Martita,3.8,"{""bakery"",""food"",""store"",""point_of_interest"",""establishment""}",-27.8151065,-64.2486313
Sgo del Estero - La Banda,20171117,ca5a4c2afe010e35c34b0615d14d1dc85e6412d1,Panificadora Mariano II,4.2,"{""bakery"",""food"",""store"",""point_of_interest"",""establishment""}",-27.812115,-64.24898
Sgo del Estero - La Banda,20171117,08c339c6f4ea2e8eef3edca359f18be705a9ba85,AmiJaz Pasteleria,NA,"{""bakery"",""food"",""store"",""point_of_interest"",""establishment""}",-27.8150352,-64.2522214
Sgo del Estero - La Banda,20171117,13babc87c63c37b2ea66a6e8b696f95230ad6138,Panaderia Aylen,3.3,"{""bakery"",""food"",""store"",""point_of_interest"",""establishment""}",-27.8317035,-64.2651647
Sgo del Estero - La Banda,20171117,0ee945b0b76684ba19d95cd616798e34c8c30f86,"Panificadora ""Vidal II""",4,"{""bakery"",""food"",""store"",""point_of_interest"",""establishment""}",-27.8321103,-64.2660173
Sgo del Estero - La Banda,20171117,f771451ab12cee1b6b18ece26fbb8c3f7d777655,Panaderia,4.7,"{""bakery"",""food"",""store"",""point_of_interest"",""establishment""}",-27.8316765,-64.2682281
Sgo del Estero - La Banda,20171117,cb295da2661e11c3248d9312a5e411454bb9bb52,Dulces Ideas,4,"{""bakery"",""food"",""store"",""point_of_interest"",""establishment""}",-27.8320871,-64.2689081
Sgo del Estero - La Banda,20171117,2382567bf388e6550c1ec5e527062acae0a69fe1,Sablee NP Pastelería,5,"{""bakery"",""food"",""store"",""point_of_interest"",""establishment""}",-27.8337617,-64.2740754
Sgo del Estero - La Banda,20171117,ce5c54df09a8c67d6bc35081f495f785f6587207,Panificadora LAS 4 PLAZAS,4.1,"{""bakery"",""food"",""store"",""point_of_interest"",""establishment""}",-27.8472937,-64.2600454
Sgo del Estero - La Banda,20171117,d5a96c873cd3c96a06246c14b16d250ba663f37c,Panificadora Mariano's,4,"{""bakery"",""food"",""store"",""point_of_interest"",""establishment""}",-27.8134093,-64.2648495
Sgo del Estero - La Banda,20171117,bdffd2bdba729029429815b7f9e4f544093fa254,Panadería Kuky,4,"{""bakery"",""food"",""store"",""point_of_interest"",""establishment""}",-27.8054644,-64.2592303
Sgo del Estero - La Banda,20171117,0bcd399d8c2e281f467d4286d9d290ed0b29ddfa,Panadería RAFA,4.4,"{""bakery"",""food"",""store"",""point_of_interest"",""establishment""}",-27.8052555,-64.2476734
Sgo del Estero - La Banda,20171117,9087ea4140b7704a970e24a893837257e4cc8dfe,Todo Casero Panificadora,1,"{""bakery"",""food"",""store"",""point_of_interest"",""establishment""}",-27.8040571,-64.2511619
Sgo del Estero - La Banda,20171117,0db15c2e10b47bf0afcddc41c3bacda4d0774523,La Martita,NA,"{""bakery"",""food"",""store"",""point_of_interest"",""establishment""}",-27.8004054,-64.2527827
Sgo del Estero - La Banda,20171117,ce32a78fc17bffdb3247da051479ac052e6b2929,Carrasco,4,"{""bakery"",""food"",""store"",""point_of_interest"",""establishment""}",-27.7937616,-64.2571993
Sgo del Estero - La Banda,20171117,0c668a92d227e0425911bd80dfd2d8628f7cba9b,Fattor Express,5,"{""bakery"",""food"",""store"",""point_of_interest"",""establishment""}",-27.8020033,-64.2517675
Sgo del Estero - La Banda,20171117,57a9b0a6d703e1d589c91fa79c5ecfd73a9dfb49,Fabripan Panadería & Pastelería,NA,"{""bakery"",""food"",""store"",""point_of_interest"",""establishment""}",-27.7894615,-64.2588546
Sgo del Estero - La Banda,20171117,47289dc29398cfd8d7571a8cee129525f8a8f981,Esquina Roca,4.4,"{""bakery"",""cafe"",""bar"",""food"",""store"",""point_of_interest"",""establishment""}",-27.789476,-64.252169
Sgo del Estero - La Banda,20171117,3a80a7c451377a96d890849fd33cf3e1eb42f96d,Palau Pan y Café,4.1,"{""bakery"",""food"",""store"",""point_of_interest"",""establishment""}",-27.788460100000002,-64.2581722
Sgo del Estero - La Banda,20171117,68b5ecce5bd9e3832450d885803309eed89d5304,Panaderia El Maestro,4.5,"{""bakery"",""food"",""store"",""point_of_interest"",""establishment""}",-27.7652843,-64.2441087
Sgo del Estero - La Banda,20171117,0a97d15a32fc9be7a3dcd2836b5ba207373d1544,Productos Panificados Lucca Paglione,4.2,"{""bakery"",""food"",""store"",""point_of_interest"",""establishment""}",-27.79182,-64.250153
Sgo del Estero - La Banda,20171117,6e1efc53a713ece5d77fbf3d766a8f02c56e3e1f,Panaderia y Confiteria Camacho,4.4,"{""bakery"",""food"",""store"",""point_of_interest"",""establishment""}",-27.7984112,-64.2489119
Sgo del Estero - La Banda,20171117,3557cdd7d13897a7a9bde72a0dd523e70d1fb295,Panaderia Independencia,5,"{""bakery"",""food"",""store"",""point_of_interest"",""establishment""}",-27.7984549,-64.2489535
Sgo del Estero - La Banda,20171117,00dbe175935830ee8e887946e81f022b1592f381,Nina - Pasteleria Boutique,NA,"{""bakery"",""food"",""store"",""point_of_interest"",""establishment""}",-27.7851412,-64.2549807
Sgo del Estero - La Banda,20171117,c067384c4b6f648187570eeefea32b78c31989c7,Bakery El Sol,4.6,"{""bakery"",""food"",""store"",""point_of_interest"",""establishment""}",-27.7906946,-64.2535991
Sgo del Estero - La Banda,20171117,895e42a9e4efaae29abfc9d78cef83080b388e7b,Carro Bar La Familia,5,"{""bar"",""point_of_interest"",""establishment""}",-27.8539454,-64.2633136
Sgo del Estero - La Banda,20171117,cbfe468c61b171b4a70464423de5fcf26a3d941f,Panificadora La Familia I,NA,"{""bakery"",""food"",""store"",""point_of_interest"",""establishment""}",-27.796082,-64.251747
Sgo del Estero - La Banda,20171117,f00861d5b60843ad40809025bd89c3a8ae37364e,Fabripan,NA,"{""bakery"",""food"",""store"",""point_of_interest"",""establishment""}",-27.787216,-64.2554472
